id,gender,class,gpa,scale1,scale2
6360,male,junior,2.06,2,4
6361,female,junior,3.16,1,4
6362,female,senior,2.91,3,1
6363,female,sophomore,2.32,3,1
6364,male,freshman,2.28,4,9
6365,female,sophomore,3.06,2,3
6366,male,freshman,2.72,4,3
6367,male,freshman,2.57,3,5
6368,male,junior,2.76,3,4
6369,female,junior,3.01,1,8
6370,female,sophomore,3.14,4,7
6371,female,freshman,2.97,2,2
6372,male,sophomore,2.57,4,6
6373,male,sophomore,1.89,3,3
6374,female,junior,3.09,4,8
6375,female,senior,3.36,2,8
6376,male,junior,3.25,2,6
6377,female,freshman,3.21,3,5
6378,male,junior,3.34,1,4
6379,female,senior,2.83,3,3
6380,female,senior,2.31,1,6
6381,male,freshman,2.37,2,1
6382,female,senior,2.84,2,5
6383,male,sophomore,2.82,3,1
6384,female,freshman,3.32,2,6
6385,female,freshman,2.56,4,9
6386,female,freshman,2.89,3,8
6387,female,freshman,2.73,2,4
6388,female,senior,1.97,1,5
6389,male,freshman,2.65,4,6
6390,female,junior,2.71,4,9
6391,male,freshman,2.14,1,2
6392,male,senior,2.64,1,4
6393,male,sophomore,2.6,2,5
6394,female,junior,2.35,2,8
6395,female,senior,2.62,5,1
6396,male,sophomore,2.85,4,5
6397,male,sophomore,2.93,3,2
6398,female,freshman,2.48,1,4
6399,female,junior,2.26,4,8
6400,male,sophomore,2.36,4,8
6401,female,junior,2.29,4,4
6402,female,sophomore,3.55,2,8
6403,male,junior,3.09,2,1
6404,female,sophomore,2.34,4,8
6405,male,freshman,2.9,3,4
6406,female,junior,2.88,5,1
6407,male,freshman,2.39,3,8
6408,male,junior,2.33,3,4
6409,female,senior,3.12,3,3
6410,female,freshman,2.66,4,7
6411,female,sophomore,2.98,4,2
6412,male,sophomore,2.96,5,3
6413,female,senior,3.09,5,9
6414,female,freshman,2.81,4,4
6415,male,junior,3.25,3,7
6416,female,junior,2.19,2,2
6417,male,sophomore,3.1,5,4
6418,female,junior,2.89,5,5
6419,male,sophomore,3.21,1,3
6420,female,junior,2.27,3,6
6421,female,freshman,3.17,1,5
6422,male,junior,3.06,4,1
6423,male,senior,2.84,1,9
6424,male,sophomore,2.31,1,7
6425,female,freshman,3.18,5,7
6426,female,sophomore,2.82,3,4
6427,male,senior,2,1,8
6428,male,senior,2.2,5,4
6429,female,sophomore,3.21,3,3
6430,male,junior,3.03,5,5
6431,male,senior,2.91,2,1
6432,female,sophomore,2.36,1,8
6433,male,junior,3.36,3,7
6434,female,senior,2.4,3,4
6435,male,senior,3.06,4,6
6436,male,sophomore,1.77,2,1
6437,male,junior,3.17,3,3
6438,male,junior,3.55,4,5
6439,female,senior,3.47,1,2
6440,female,sophomore,2.73,5,2
6441,male,sophomore,2.25,2,9
6442,male,freshman,2.76,3,6
6443,female,junior,2.17,4,8
6444,male,senior,2.51,1,1
6445,female,freshman,2.95,2,2
6446,female,sophomore,1.96,5,4
6447,female,freshman,2.87,1,2
6448,female,sophomore,2.52,2,3
6449,female,sophomore,3.04,5,9
6450,female,freshman,3.81,5,6
6451,female,freshman,2.34,2,2
6452,male,senior,3.11,1,3
6453,female,freshman,3,5,9
6454,female,freshman,2.32,4,4
6455,male,freshman,2.34,2,9
6456,female,junior,2.66,1,9
6457,male,freshman,3.45,2,1
6458,female,sophomore,3.18,5,7
6459,female,junior,2.35,2,8
6460,male,freshman,3.26,4,1
6461,male,sophomore,2.98,1,4
6462,male,sophomore,1.78,3,6
6463,male,junior,3.21,3,9
6464,male,sophomore,2.56,5,1
6465,female,freshman,2.64,2,8
6466,female,sophomore,2.46,1,4
6467,male,senior,3.24,2,2
6468,male,sophomore,1.96,1,9
6469,male,freshman,3.23,4,3
6470,male,freshman,2.98,3,4
6471,male,junior,2.57,5,3
6472,male,SENIOR,3.27,2,8
6473,female,freshman,2.9,3,2
6474,female,senior,2.52,1,4
6475,male,senior,2.92,1,5
6476,female,sophomore,2.26,4,8
6477,female,junior,2.68,1,2
6478,male,freshman,1.87,5,4
6479,male,freshman,3.1,1,9
6480,male,senior,1.98,4,9
6481,female,freshman,1.97,5,5
6482,female,senior,2.88,3,3
6483,female,freshman,2.44,3,7
6484,male,sophomore,2.74,2,7
6485,female,senior,1.88,1,2
6486,female,freshman,3.12,2,2
6487,female,sophomore,2.96,2,6
6488,female,junior,2.34,3,4
6489,female,junior,2.55,2,4
6490,male,freshman,2.51,2,1
6491,female,junior,2.8,3,4
6492,female,freshman,2.76,2,8
6493,female,sophomore,3.12,1,4
6494,male,freshman,2.62,2,2
6495,male,senior,2.16,2,9
6496,female,freshman,2.51,5,9
6497,female,freshman,3.24,1,6
6498,male,sophomore,2.59,2,2
6499,male,sophomore,2.33,3,7
6500,female,sophomore,2.58,3,4
6501,female,sophomore,2.83,4,6
6502,female,senior,2.73,3,1
6503,male,freshman,3.02,3,5
6504,male,sophomore,2.71,3,2
6505,male,senior,2.35,5,8
6506,female,senior,2.61,2,8
6507,male,junior,2.33,3,5
6508,female,senior,2.6,1,1
6509,male,sophomore,2.53,3,4
6510,female,senior,2.27,2,8
6511,female,junior,2.59,3,6
6512,male,junior,3.02,2,3
6513,female,senior,2.5,4,1
6514,female,freshman,2.26,2,8
6515,male,sophomore,2.32,1,2
6516,female,freshman,2.59,3,7
6517,female,junior,2.7,2,8
6518,female,sophomore,2.62,4,8
6519,female,freshman,2.26,5,9
6520,female,freshman,2.9,3,8
6521,female,junior,2.68,3,8
6522,male,sophomore,2.28,3,7
6523,male,senior,3.39,5,7
6524,male,senior,3.69,5,3
6525,female,freshman,2.36,2,9
6526,male,freshman,2.55,5,3
6527,male,junior,2.77,2,6
6528,male,senior,3.26,3,5
6529,male,junior,2.62,4,8
6530,female,senior,2.85,5,7
6531,female,sophomore,2.79,1,3
6532,female,freshman,2.96,2,8
6533,female,junior,3.01,5,1
6534,female,sophomore,2.66,4,5
6535,female,senior,2.22,2,6
6536,female,junior,3.3,4,4
6537,male,freshman,2.96,3,1
6538,female,sophomore,3.23,4,7
6539,female,senior,3,2,6
6540,male,junior,3.1,2,2
6541,male,freshman,2.55,1,8
6542,male,junior,2.57,4,1
6543,female,sophomore,2.58,3,9
6544,male,freshman,2.6,3,1
6545,male,sophomore,3.02,1,4
6546,male,junior,2.86,1,5
6547,male,freshman,2.25,4,7
6548,male,junior,2.66,2,7
6549,male,sophomore,3.33,2,1
6550,female,freshman,3.31,3,6
6551,male,junior,3.29,3,3
6552,female,junior,3.03,2,3
6553,female,senior,2.61,2,2
6554,female,freshman,2.39,2,4
6555,male,freshman,2.54,1,6
6556,male,senior,2.38,2,7
6557,female,freshman,2.47,3,5
6558,male,junior,2.42,3,8
6559,male,junior,2.89,3,9
6560,female,freshman,2.87,4,2
6561,female,sophomore,2.84,1,2
6562,male,freshman,2.32,5,9
6563,female,freshman,2.37,3,8
6564,male,freshman,2.71,4,5
6565,male,freshman,2.5,2,1
6566,female,senior,2.45,4,1
6567,female,senior,2.78,3,3
6568,male,freshman,2.01,2,2
6569,male,junior,3.4,5,8
6570,male,senior,2.81,3,3
6571,female,sophomore,2.24,4,4
6572,male,junior,3.04,1,6
6573,male,junior,3.04,4,3
6574,female,freshman,2.38,3,5
6575,female,senior,2.36,1,2
6576,male,junior,2.21,1,5
6577,female,junior,2.61,1,4
6578,female,sophomore,3.21,3,3
6579,male,junior,1.64,3,6
6580,female,sophomore,2.97,2,4
6581,female,freshman,2.83,1,7
6582,male,senior,2.2,3,3
6583,male,sophomore,3.11,1,6
6584,female,senior,2.66,2,2
6585,male,senior,2.84,2,8
6586,male,sophomore,3.05,2,9
6587,male,junior,2.83,4,1
6588,female,freshman,2.94,5,4
6589,female,freshman,3.34,3,3
6590,male,freshman,2.18,3,8
6591,male,junior,2.43,1,7
6592,male,freshman,2.92,1,5
6593,male,sophomore,2.74,5,7
6594,female,junior,2.89,4,6
6595,female,freshman,3.39,3,3
6596,female,sophomore,2.85,4,8
6597,female,freshman,2.95,3,3
6598,female,freshman,2.78,5,1
6599,female,junior,3.08,3,5
6600,male,sophomore,2.72,1,6
6601,female,senior,2.76,3,3
6602,female,freshman,2.33,3,4
6603,male,freshman,2.6,2,9
6604,female,freshman,2.59,3,6
6605,female,sophomore,2.09,2,7
6606,female,junior,3.03,1,7
6607,female,senior,3.41,3,9
6608,female,sophomore,3.18,5,2
6609,male,junior,2.49,3,3
6610,female,sophomore,3.26,3,6
6611,male,sophomore,2.48,1,9
6612,male,freshman,2.67,1,7
6613,female,freshman,3.27,1,8
6614,female,sophomore,3.02,2,1
6615,female,junior,2.89,3,5
6616,female,sophomore,3.49,1,6
6617,female,freshman,2.96,1,2
6618,male,senior,2.18,2,5
6619,female,freshman,3.05,4,3
6620,male,senior,2.82,2,6
6621,female,junior,2.3,3,1
6622,female,senior,3.01,1,8
6623,female,senior,2.57,4,2
6624,female,sophomore,3.2,3,5
6625,female,freshman,2.92,3,2
6626,male,senior,2.57,4,8
6627,female,junior,3.03,2,6
6628,female,sophomore,2.98,3,2
6629,female,freshman,3.16,3,2
6630,male,senior,2.42,3,9
6631,male,sophomore,2.76,2,4
6632,female,sophomore,2.4,4,8
6633,female,sophomore,2.72,3,9
6634,female,junior,2.53,1,9
6635,female,sophomore,2.59,4,4
6636,female,junior,2.54,2,1
6637,female,freshman,2.57,2,9
6638,female,freshman,2.36,4,6
6639,male,sophomore,2.49,2,5
6640,female,freshman,2.2,2,6
6641,female,junior,3.68,2,2
6642,male,senior,2.65,1,9
6643,female,freshman,2.44,3,7
6644,male,sophomore,2.74,5,8
6645,female,senior,2.52,4,8
6646,female,senior,3.15,2,8
6647,male,sophomore,2.92,5,8
6648,female,junior,2.52,3,2
6649,male,freshman,3.24,3,7
6650,female,senior,2.28,2,2
6651,female,freshman,2.75,1,7
6652,male,freshman,2.76,4,6
6653,male,junior,2.84,4,8
6654,female,freshman,3.02,3,8
6655,male,freshman,2.5,3,1
6656,female,senior,2.97,3,7
6657,female,junior,3.18,3,7
6658,male,freshman,1.94,4,4
6659,male,sophomore,2.78,1,1
6660,male,senior,3.12,2,3
6661,female,sophomore,2.64,2,4
6662,female,sophomore,2.42,1,7
6663,male,junior,3.39,3,5
6664,male,freshman,2.77,1,7
6665,female,freshman,2.73,4,8
6666,female,sophomore,2.71,2,3
6667,female,freshman,2.62,5,5
6668,female,junior,3.27,4,6
6669,male,sophomore,2.72,1,9
6670,male,freshman,2.34,4,7
6671,female,freshman,2.76,4,3
6672,female,senior,1.73,1,7
6673,male,junior,3.05,4,9
6674,female,senior,2.03,5,8
6675,male,junior,2.9,2,9
6676,female,sophomore,2.71,2,3
6677,female,freshman,3.31,4,4
6678,male,freshman,2.08,2,2
6679,male,freshman,2.52,5,1
6680,male,senior,3.2,3,2
6681,male,freshman,2.53,5,9
6682,female,freshman,3.07,3,3
6683,female,freshman,2.28,2,2
6684,female,senior,1.71,2,1
6685,female,junior,3.64,4,7
6686,male,junior,2.36,1,1
6687,female,senior,2.56,1,1
6688,male,freshman,2.29,1,1
6689,male,freshman,3.6,3,5
6690,female,senior,2.44,1,1
6691,male,junior,2.99,2,6
6692,male,junior,2.86,3,7
6693,female,sophomore,3.14,4,2
6694,female,senior,2.72,2,6
6695,female,junior,3.3,2,1
6696,female,senior,3.11,2,6
6697,female,sophomore,2.41,3,6
6698,male,sophomore,2.68,1,9
6699,male,sophomore,2.78,5,5
6700,male,junior,2.6,3,1
6701,female,freshman,2.2,5,1
6702,female,sophomore,3.26,4,2
6703,female,senior,2.96,4,9
6704,female,senior,2.87,1,6
6705,female,freshman,2.75,2,9
6706,male,freshman,3.12,2,9
6707,male,sophomore,3.08,3,5
6708,female,junior,2.91,1,3
6709,male,sophomore,2.38,1,8
6710,female,freshman,2.86,1,9
6711,male,sophomore,2.62,2,4
6712,male,senior,3.13,3,7
6713,female,freshman,2.58,4,4
6714,female,senior,2.26,3,7
6715,male,freshman,2.55,3,7
6716,female,sophomore,2.44,1,8
6717,male,freshman,2.16,3,8
6718,male,sophomore,2.89,1,2
6719,female,freshman,2.44,3,9
6720,male,sophomore,2.01,3,2
6721,female,sophomore,3.07,4,5
6722,female,junior,2.1,3,9
6723,male,senior,2.56,4,1
6724,male,freshman,2.61,2,9
6725,male,senior,3.04,2,6
6726,male,freshman,2.93,3,9
6727,female,sophomore,2.52,5,6
6728,male,freshman,2.46,1,7
6729,female,sophomore,2.68,3,5
6730,male,senior,2.66,3,2
6731,female,senior,2.09,2,1
6732,male,junior,3.12,4,7
6733,male,junior,2.75,2,1
6734,male,sophomore,2.84,3,9
6735,female,junior,2.5,1,6
6736,male,senior,2.97,3,7
6737,female,senior,3.59,1,8
6738,female,freshman,2.84,5,6
6739,female,senior,1.94,1,1
6740,male,freshman,2.84,3,9
6741,male,junior,2.69,5,8
6742,female,sophomore,3.01,3,1
6743,female,freshman,3.04,5,7
6744,male,senior,2.34,1,5
6745,female,sophomore,3.02,4,5
6746,female,sophomore,2.83,2,4
6747,male,sophomore,3.11,3,9
6748,male,junior,2.32,3,1
6749,male,freshman,3.06,4,5
6750,male,sophomore,2.68,3,1
6751,male,junior,3.21,4,2
6752,male,junior,2.82,2,7
6753,male,sophomore,2.47,5,1
6754,male,freshman,2.78,2,3
6755,male,senior,2.5,2,7
6756,male,sophomore,2.86,1,5
6757,male,sophomore,3.08,2,8
6758,male,senior,2.65,1,1
6759,female,sophomore,3.07,1,3
6760,female,junior,2.46,1,1
6761,female,sophomore,2.32,4,1
6762,male,freshman,2.29,3,2
6763,female,freshman,2.58,1,4
6764,male,sophomore,2.44,3,6
6765,male,freshman,2.82,4,6
6766,male,sophomore,2.42,5,9
6767,female,junior,3.17,5,3
6768,male,senior,2.77,3,8
6769,female,freshman,2.72,3,8
6770,male,senior,3.15,5,5
6771,female,sophomore,2.98,2,9
6772,male,senior,2.94,3,3
6773,female,sophomore,3.29,1,5
6774,male,freshman,2.82,5,7
6775,male,senior,2.63,1,4
6776,female,junior,2.31,3,1
6777,male,junior,3.65,2,9
6778,female,sophomore,2.6,3,1
6779,female,junior,3.39,3,7
6780,female,sophomore,2.31,3,8
6781,female,junior,2.62,2,3
6782,female,junior,2.65,3,9
6783,male,sophomore,2.96,1,1
6784,female,freshman,2.51,5,7
6785,female,freshman,3.29,2,9
6786,male,freshman,2.7,4,5
6787,male,junior,2.73,2,3
6788,male,senior,2.55,1,5
6789,male,freshman,3.33,4,6
6790,male,sophomore,2.13,4,2
6791,female,sophomore,3.03,4,3
6792,male,sophomore,3.01,4,5
6793,female,junior,2.4,3,7
6794,female,senior,2.44,2,1
6795,male,sophomore,3.09,2,4
6796,male,sophomore,3.43,4,7
6797,male,freshman,2.45,2,9
6798,male,senior,3.62,1,7
6799,male,sophomore,3.33,3,6
6800,male,freshman,1.84,1,5
6801,male,sophomore,3.33,4,6
6802,male,junior,2.54,4,1
6803,male,senior,2.05,5,9
6804,male,freshman,3.01,5,6
6805,female,freshman,2.23,1,4
6806,female,sophomore,2.23,1,3
6807,female,junior,3.22,2,2
6808,male,senior,2.51,3,1
6809,female,sophomore,2.16,3,7
6810,male,freshman,3.31,3,3
6811,female,junior,2.31,2,6
6812,female,sophomore,2.92,5,9
6813,female,senior,2.82,4,3
6814,female,freshman,2.75,1,2
6815,female,freshman,3.24,4,3
6816,female,sophomore,2.59,1,8
6817,female,freshman,2.38,3,5
6818,male,sophomore,2.09,2,5
6819,male,junior,3.21,3,1
6820,female,junior,3.08,3,3
6821,female,freshman,2.86,5,9
6822,male,freshman,3.53,5,3
6823,male,senior,3.5,4,4
6824,female,senior,3.1,2,7
6825,male,senior,2.74,1,1
6826,female,freshman,3.71,4,7
6827,male,senior,3.09,3,4
6828,male,freshman,3.46,5,5
6829,female,freshman,2.89,3,8
6830,female,sophomore,2.77,2,3
6831,female,junior,3.2,1,1
6832,male,junior,2.68,1,3
6833,female,freshman,2.79,2,8
6834,female,senior,3.61,1,6
6835,male,sophomore,3.06,3,9
6836,male,sophomore,2.41,1,6
6837,male,senior,2.64,4,5
6838,male,senior,3.08,2,7
6839,male,junior,2.27,3,5
6840,female,senior,3.56,1,5
6841,female,sophomore,3.06,4,3
6842,female,junior,3.06,4,2
6843,female,freshman,3,5,1
6844,female,senior,1.88,3,5
6845,female,junior,1.66,4,4
6846,male,sophomore,2.48,3,6
6847,male,sophomore,2.78,3,4
6848,male,sophomore,2.74,4,9
6849,female,senior,2.51,1,8
6850,male,junior,2.22,5,9
6851,female,freshman,2.19,1,7
6852,female,senior,2.49,4,3
6853,male,senior,3.08,3,9
6854,male,freshman,2.93,4,4
6855,female,senior,2.21,3,4
6856,male,sophomore,3.25,3,6
6857,male,junior,2.68,3,8
6858,male,junior,3.52,3,3
6859,male,freshman,3.34,1,8
6860,male,freshman,2.68,5,3
6861,female,freshman,3.06,4,7
6862,female,junior,1.86,2,3
6863,female,freshman,2.72,1,4
6864,female,freshman,3.06,1,4
6865,female,freshman,2.48,5,1
6866,male,junior,2.94,5,8
6867,male,senior,3.98,1,8
6868,male,freshman,2.59,4,9
6869,male,junior,3.02,5,2
6870,male,freshman,2.6,3,3
6871,male,junior,3.02,2,1
6872,female,freshman,2.83,2,6
6873,female,senior,2.91,1,8
6874,male,freshman,3.04,1,5
6875,female,freshman,2.29,4,3
6876,female,junior,2.88,1,3
6877,male,freshman,2.59,4,4
6878,male,freshman,2.67,3,1
6879,male,junior,3.09,2,7
6880,female,senior,1.96,1,8
6881,male,junior,2.5,2,3
6882,female,junior,2.57,2,7
6883,male,junior,2.52,1,2
6884,female,junior,2.9,5,3
6885,female,sophomore,3.23,1,9
6886,female,junior,2.45,1,9
6887,female,freshman,2.97,4,9
6888,male,freshman,2.95,2,3
6889,female,junior,2.23,2,2
6890,male,junior,1.78,2,2
6891,female,freshman,2.84,2,1
6892,female,sophomore,2.53,2,2
6893,male,junior,3.34,3,4
6894,female,freshman,3.16,1,7
6895,male,sophomore,3.06,3,9
6896,female,sophomore,3.53,4,2
6897,male,freshman,3.08,1,9
6898,male,sophomore,2.71,3,9
6899,female,sophomore,2.8,3,6
6900,male,freshman,2.76,4,6
6901,male,sophomore,2.63,4,9
6902,male,sophomore,2.1,1,2
6903,female,sophomore,2.85,3,6
6904,male,senior,3.38,2,8
6905,male,sophomore,2.97,2,5
6906,male,junior,2.8,3,8
6907,male,freshman,2.35,1,9
6908,female,junior,2.85,3,7
6909,male,senior,2.13,3,4
6910,female,freshman,2.79,5,8
6911,male,freshman,2.97,2,4
6912,female,senior,3.22,4,7
6913,female,freshman,2.82,3,5
6914,male,sophomore,3.01,2,3
6915,female,junior,1.84,1,9
6916,female,sophomore,2.95,2,6
6917,male,freshman,2.3,2,6
6918,male,sophomore,2.73,5,1
6919,female,sophomore,3.19,3,9
6920,female,freshman,2.02,5,9
6921,male,freshman,3.12,4,5
6922,male,sophomore,2.55,3,7
6923,male,freshman,2.59,5,2
6924,male,senior,2.42,5,2
6925,female,sophomore,2.14,1,7
6926,male,senior,2.27,4,4
6927,female,junior,2.73,4,1
6928,male,senior,2.96,2,9
6929,male,freshman,2.84,3,8
6930,female,sophomore,2.59,4,2
6931,male,freshman,2.37,5,7
6932,male,junior,2.45,3,3
6933,male,freshman,3.16,4,4
6934,female,senior,3.27,1,1
6935,male,freshman,2.29,2,8
6936,male,sophomore,2.18,2,9
6937,female,sophomore,2.65,3,2
6938,male,sophomore,2.59,2,9
6939,male,junior,2.69,4,9
6940,male,sophomore,3.08,2,8
6941,female,sophomore,3.21,3,7
6942,female,senior,3.08,3,7
6943,female,freshman,2.68,3,7
6944,male,junior,2.58,5,8
6945,female,senior,2.58,2,5
6946,male,freshman,2.18,4,2
6947,male,freshman,2.04,1,8
6948,female,freshman,2.26,3,4
6949,female,freshman,2.82,1,3
6950,female,sophomore,2.5,1,1
6951,male,freshman,3.32,3,7
6952,female,freshman,2.2,4,9
6953,male,freshman,2.61,1,4
6954,male,freshman,2.7,1,3
6955,female,junior,2.4,4,6
6956,male,sophomore,2.26,1,9
6957,female,senior,3.21,3,9
6958,male,sophomore,2.46,1,1
6959,female,junior,2.74,3,9
6960,female,senior,2.58,3,4
6961,male,sophomore,3.29,1,8
6962,male,junior,2.2,3,3
6963,female,senior,2.83,4,1
6964,female,freshman,3.24,5,1
6965,female,freshman,2.94,2,4
6966,female,junior,2.71,5,1
6967,male,sophomore,2.06,3,1
6968,male,senior,2.83,1,1
6969,male,junior,2.72,4,6
6970,male,junior,2.33,4,9
6971,male,senior,3.12,1,1
6972,female,freshman,2.86,4,6
6973,male,sophomore,2.58,2,6
6974,male,freshman,2.1,2,1
6975,female,freshman,2.14,3,7
6976,female,freshman,3.26,2,1
6977,female,junior,2.11,3,9
6978,male,junior,2.83,4,7
6979,male,sophomore,2.69,3,1
6980,female,senior,2.79,3,1
6981,male,junior,2.61,3,5
6982,male,junior,2.61,5,5
6983,male,freshman,2.34,3,7
6984,female,freshman,2.54,3,8
6985,female,freshman,2.48,4,3
6986,male,junior,2.99,1,6
6987,male,senior,3.21,4,2
6988,female,senior,2.87,3,3
6989,male,senior,2.85,2,1
6990,male,junior,2.21,3,4
6991,female,sophomore,3.08,4,8
6992,male,freshman,2.86,4,2
6993,male,freshman,2.81,5,1
6994,female,junior,3.05,5,7
6995,female,sophomore,2.83,4,1
6996,female,senior,2.88,2,5
6997,male,junior,3.28,3,9
6998,male,sophomore,2.93,4,4
6999,male,junior,2.96,2,9
7000,male,sophomore,3.04,3,8
7001,female,sophomore,2.74,2,8
7002,female,freshman,2.12,3,3
7003,female,sophomore,1.68,5,7
7004,male,sophomore,2.34,1,7
7005,male,junior,3.44,2,2
7006,female,junior,3,4,5
7007,female,freshman,3.12,4,5
7008,male,junior,3.25,3,6
7009,female,freshman,2.4,1,3
7010,female,freshman,3.06,2,3
7011,female,senior,2.86,3,8
7012,male,sophomore,2.02,3,6
7013,female,freshman,2.67,4,2
7014,male,senior,2.33,3,5
7015,female,sophomore,2.63,4,6
7016,male,freshman,2.8,2,6
7017,male,sophomore,3.19,4,3
7018,male,freshman,2.49,3,9
7019,male,sophomore,2.69,4,6
7020,female,freshman,2.84,4,7
7021,female,junior,2.06,2,8
7022,male,freshman,2.39,4,6
7023,female,senior,2.86,3,6
7024,female,freshman,3.15,1,6
7025,female,senior,2.92,3,7
7026,female,junior,2.1,2,7
7027,female,sophomore,2.94,3,6
7028,male,senior,2.14,1,6
7029,male,sophomore,2.34,3,1
7030,male,sophomore,2.44,3,9
7031,male,freshman,2.62,2,6
7032,male,sophomore,2.45,4,1
7033,male,senior,2.51,3,9
7034,male,senior,2.54,3,8
7035,female,freshman,1.71,5,8
7036,male,sophomore,2.74,4,3
7037,female,sophomore,2.64,3,5
7038,male,junior,2.39,3,6
7039,female,senior,3,4,5
7040,male,freshman,3.62,2,1
7041,male,junior,2.11,3,6
7042,female,junior,2.68,1,6
7043,female,sophomore,1.87,1,5
7044,male,freshman,2.41,3,4
7045,female,sophomore,3.43,1,3
7046,male,senior,2.42,5,6
7047,female,junior,3.37,2,9
7048,female,junior,2.26,4,9
7049,female,freshman,2.63,2,2
7050,male,senior,1.98,4,2
7051,female,senior,2.7,1,9
7052,male,senior,3.04,4,3
7053,male,freshman,2.76,2,8
7054,female,sophomore,3.42,4,1
7055,female,junior,2.91,5,5
7056,female,sophomore,2.48,4,9
7057,female,sophomore,3,2,1
7058,male,senior,2.98,4,9
7059,female,senior,3.28,1,7
7060,male,sophomore,2.34,1,5
7061,female,junior,2.74,5,6
7062,female,senior,2.65,3,3
7063,male,junior,2.86,3,3
7064,male,junior,2.76,3,8
7065,male,sophomore,2.53,1,9
7066,female,junior,2.47,1,3
7067,female,freshman,2.79,5,7
7068,male,junior,2.89,4,2
7069,female,senior,1.98,3,9
7070,male,junior,2.78,2,1
7071,female,freshman,2.92,3,9
7072,female,junior,3,3,1
7073,male,senior,2.59,4,5
7074,female,sophomore,2.58,5,3
7075,female,senior,2.19,5,2
7076,female,sophomore,3.19,2,9
7077,male,freshman,2.72,1,9
7078,male,sophomore,3.02,1,3
7079,male,freshman,1.81,1,9
7080,female,junior,2.63,1,9
7081,female,freshman,2.47,2,8
7082,male,junior,2.33,1,3
7083,female,senior,2.56,3,9
7084,male,junior,2.17,1,7
7085,male,senior,2.44,1,2
7086,male,freshman,2.98,5,2
7087,male,senior,2.04,3,9
7088,male,sophomore,2.28,3,7
7089,female,sophomore,2.77,2,6
7090,female,senior,2.86,1,4
7091,male,senior,3.54,4,4
7092,female,sophomore,2.52,2,6
7093,female,freshman,2.9,2,7
7094,male,junior,2.7,1,4
7095,male,sophomore,2.65,2,4
7096,female,junior,2.79,3,4
7097,male,senior,2.31,4,9
7098,female,sophomore,2.11,2,1
7099,female,sophomore,2.26,1,9
7100,male,junior,2.67,4,1
7101,male,freshman,2.1,5,5
7102,female,junior,2.88,2,3
7103,female,junior,2.86,1,6
7104,male,freshman,2.28,2,4
7105,female,freshman,3.14,2,5
7106,female,senior,2.34,1,6
7107,male,senior,3.35,4,1
7108,female,sophomore,2.45,3,8
7109,female,sophomore,3.3,3,9
7110,male,senior,2.97,1,9
7111,male,junior,3.3,3,4
7112,male,sophomore,2.76,3,5
7113,male,sophomore,1.66,5,6
7114,female,freshman,2.9,2,2
7115,male,sophomore,3.52,4,7
7116,female,junior,2.95,2,3
7117,male,sophomore,2.53,3,8
7118,female,sophomore,3.25,2,6
7119,male,junior,3.28,3,6
7120,female,junior,3.03,3,6
7121,male,freshman,2.78,4,6
7122,male,senior,2.19,5,7
7123,male,senior,2.45,5,3
7124,female,freshman,2.26,1,5
7125,female,sophomore,2.11,1,7
7126,female,sophomore,2.15,3,5
7127,male,senior,2.82,2,3
7128,male,freshman,2.26,4,1
7129,female,freshman,2.86,1,9
7130,female,freshman,2.92,1,1
7131,male,junior,1.74,1,3
7132,male,senior,3.67,2,9
7133,female,junior,2.37,3,3
7134,male,junior,2.2,4,8
7135,female,sophomore,2.39,3,7
7136,female,junior,2.75,5,8
7137,male,freshman,2.66,3,1
7138,female,senior,2.77,3,2
7139,male,senior,2.81,4,3
7140,female,junior,2.46,2,7
7141,male,junior,2.76,2,3
7142,male,junior,2.36,2,6
7143,female,freshman,2.73,2,9
7144,male,sophomore,3.34,4,6
7145,female,sophomore,2.69,4,7
7146,female,junior,2.82,4,2
7147,female,freshman,2.66,3,7
7148,male,sophomore,2.63,5,9
7149,male,freshman,2.5,2,6
7150,male,junior,2.78,2,9
7151,female,sophomore,2.28,3,5
7152,female,junior,2.86,4,3
7153,male,freshman,2.5,2,9
7154,female,junior,2.1,2,7
7155,male,junior,1.96,1,6
7156,male,junior,2.4,4,5
7157,female,freshman,2.33,3,9
7158,female,senior,2.52,4,2
7159,female,sophomore,2.74,1,6
7160,female,sophomore,2.34,4,2
7161,female,senior,2.73,3,2
7162,male,junior,3.11,5,2
7163,female,senior,2.62,2,5
7164,male,sophomore,2.78,2,3
7165,male,senior,2.85,5,2
7166,female,sophomore,2.38,4,2
7167,male,sophomore,2.74,1,9
7168,male,freshman,3,2,2
7169,male,sophomore,1.99,2,4
7170,female,junior,2.35,2,8
7171,male,freshman,2.56,2,3
7172,female,sophomore,2.11,2,6
7173,female,junior,3.42,3,7
7174,male,senior,3.3,1,4
7175,male,junior,2.58,1,1
7176,male,senior,2.74,5,7
7177,male,freshman,3.4,4,9
7178,male,senior,1.73,5,9
7179,female,sophomore,2.29,5,4
7180,female,sophomore,2.45,1,6
7181,male,freshman,2.8,2,4
7182,female,senior,2.53,2,9
7183,female,senior,2.91,1,7
7184,female,freshman,2.15,2,2
7185,female,senior,2.35,3,6
7186,female,sophomore,3.1,4,1
7187,female,freshman,2.79,2,4
7188,female,junior,2.99,2,4
7189,female,freshman,2.37,4,4
7190,male,junior,2.35,1,1
7191,female,junior,2.71,1,8
